,price_classification,actual_price,discounted_price,rating_classification,category0,category1,percent
1151,more than 500,1000.0,479.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.521
1152,between 50 and 500,299.0,245.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.1806020066889632
1153,more than 500,799.0,179.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.7759699624530664
1154,more than 500,5190.0,3569.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.31233140655105973
1155,more than 500,1345.0,699.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.48029739776951674
1156,more than 500,4000.0,2089.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.47775
1157,more than 500,4000.0,2339.0,Fair,Car&Motorbike,CarAccessories,-0.41525
1158,more than 500,1599.0,784.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5096935584740463
1159,more than 500,9999.0,5499.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.45004500450045004
1160,more than 500,1990.0,899.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5482412060301508
1161,more than 500,1695.0,1695.0,Good,Home&Kitchen,Kitchen&HomeAppliances,0.0
1162,more than 500,940.0,499.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.46914893617021275
1163,more than 500,4700.0,2699.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4257446808510638
1164,more than 500,2999.0,1448.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5171723907969323
1165,between 50 and 500,79.0,79.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,0.0
1166,more than 500,14290.0,6990.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5108467459762072
1167,more than 500,3945.0,2698.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.31609632446134345
1168,more than 500,5999.0,3199.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.46674445740956827
1169,more than 500,1950.0,1199.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.3851282051282051
1170,more than 500,2799.0,1414.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4948195784208646
1171,more than 500,1950.0,999.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4876923076923077
1172,more than 500,9999.0,5999.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.4000400040004
1173,more than 500,12999.0,9970.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.23301792445572736
1174,more than 500,699.0,698.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.001430615164520744
1175,more than 500,3190.0,2199.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.31065830721003135
1176,more than 500,799.0,320.0,Good,Home&Kitchen,HomeStorage&Organization,-0.5994993742177722
1177,between 50 and 500,499.0,298.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.4028056112224449
1178,more than 500,1499.0,1199.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.200133422281521
1179,more than 500,2660.0,1399.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.47406015037593985
1180,more than 500,2799.0,599.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.7859949982136477
1181,more than 500,1499.0,1499.0,Good,Home&Kitchen,Kitchen&HomeAppliances,0.0
1182,more than 500,59900.0,14400.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.7595993322203672
1183,more than 500,1900.0,1699.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.10578947368421053
1184,more than 500,999.0,649.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.35035035035035034
1185,more than 500,6375.0,3249.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4903529411764706
1186,between 50 and 500,499.0,199.0,Good,Home&Kitchen,HomeStorage&Organization,-0.6012024048096193
1187,more than 500,1899.0,1099.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.421274354923644
1188,more than 500,1490.0,664.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5543624161073826
1189,between 50 and 500,350.0,260.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.2571428571428571
1190,more than 500,8500.0,6499.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.23541176470588235
1191,more than 500,2499.0,1484.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4061624649859944
1192,more than 500,1560.0,999.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.3596153846153846
1193,more than 500,6500.0,3299.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.49246153846153845
1194,more than 500,999.0,259.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.7407407407407407
1195,more than 500,7795.0,3249.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5831943553559974
1196,more than 500,5995.0,4280.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.28607172643869894
1197,between 50 and 500,299.0,189.0,Good,Home&Kitchen,HomeStorage&Organization,-0.36789297658862874
1198,more than 500,2349.0,1449.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.3831417624521073
1199,between 50 and 500,499.0,199.0,Fair,Home&Kitchen,HomeStorage&Organization,-0.6012024048096193
1200,more than 500,1299.0,474.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.6351039260969977
1201,between 50 and 500,499.0,279.0,Excellent,Home&Kitchen,Kitchen&HomeAppliances,-0.4408817635270541
1202,more than 500,4775.0,1999.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5813612565445027
1203,more than 500,1230.0,799.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.35040650406504065
1204,more than 500,1999.0,949.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5252626313156579
1205,more than 500,5156.0,3657.66,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.29060124127230413
1206,more than 500,1999.0,1699.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.1500750375187594
1207,more than 500,2095.0,1849.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.11742243436754177
1208,more than 500,19825.0,12499.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.36953341740226986
1209,more than 500,1920.0,1099.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.4276041666666667
1210,more than 500,16000.0,8199.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4875625
1211,more than 500,2199.0,499.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.7730786721236926
1212,more than 500,14999.0,6999.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5333688912594173
1213,more than 500,1799.0,1595.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.11339633129516398
1214,more than 500,1950.0,1049.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.46205128205128204
1215,more than 500,2995.0,1182.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.6053422370617696
1216,more than 500,999.0,499.0,Excellent,Home&Kitchen,Kitchen&HomeAppliances,-0.5005005005005005
1217,more than 500,11995.0,8799.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.26644435181325554
1218,more than 500,2999.0,1529.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.490163387795932
1219,more than 500,1690.0,1199.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.29053254437869824
1220,more than 500,1790.0,1052.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.4122905027932961
1221,more than 500,8995.0,6499.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.2774874930516954
1222,between 50 and 500,239.0,239.0,Good,Home&Kitchen,Kitchen&HomeAppliances,0.0
1223,more than 500,1599.0,699.0,Excellent,Home&Kitchen,Kitchen&HomeAppliances,-0.5628517823639775
1224,more than 500,4290.0,2599.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.39417249417249417
1225,more than 500,2890.0,1547.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4647058823529412
1226,more than 500,1299.0,499.0,Excellent,Home&Kitchen,Kitchen&HomeAppliances,-0.6158583525789069
1227,more than 500,640.0,510.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.203125
1228,more than 500,3790.0,1899.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4989445910290237
1229,more than 500,4560.0,2599.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4300438596491228
1230,more than 500,3500.0,1199.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.6574285714285715
1231,more than 500,2600.0,999.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.6157692307692307
1232,more than 500,3300.0,1999.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.3942424242424242
1233,more than 500,699.0,210.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.6995708154506438
1234,more than 500,23559.0,14499.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.3845664077422641
1235,more than 500,1599.0,950.0,Good,Home&Kitchen,HomeStorage&Organization,-0.4058786741713571
1236,more than 500,9995.0,7199.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.27973986993496747
1237,more than 500,2545.0,2439.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.04165029469548134
1238,more than 500,8995.0,7799.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.1329627570872707
1239,more than 500,1999.0,1599.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.2001000500250125
1240,more than 500,5500.0,2899.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4729090909090909
1241,more than 500,12150.0,9799.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.19349794238683127
1242,more than 500,4995.0,3299.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.3395395395395395
1243,more than 500,1499.0,669.0,Poor,Home&Kitchen,Kitchen&HomeAppliances,-0.5537024683122082
1244,more than 500,7506.0,5890.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.21529443112176924
1245,more than 500,18000.0,9199.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.48894444444444446
1246,more than 500,1099.0,351.0,Fair,Home&Kitchen,HomeStorage&Organization,-0.6806187443130118
1247,more than 500,1900.0,899.0,Fair,Health&PersonalCare,HomeMedicalSupplies&Equipment,-0.5268421052631579
1248,more than 500,1850.0,1349.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.2708108108108108
1249,more than 500,9999.0,6236.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.3763376337633763
1250,more than 500,3995.0,2742.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.31364205256570715
1251,more than 500,1499.0,721.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5190126751167445
1252,more than 500,3295.0,2903.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.11896813353566009
1253,more than 500,2695.0,1656.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.3855287569573284
1254,more than 500,2290.0,1399.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.3890829694323144
1255,more than 500,3099.0,2079.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.3291384317521781
1256,more than 500,1075.0,999.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.07069767441860465
1257,more than 500,6999.0,3179.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5457922560365767
1258,more than 500,2499.0,1049.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5802320928371348
1259,more than 500,7290.0,3599.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5063100137174211
1260,more than 500,5795.0,4799.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.1718723037100949
1261,more than 500,3398.0,1699.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5
1262,more than 500,1490.0,664.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5543624161073826
1263,more than 500,1620.0,948.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4148148148148148
1264,more than 500,1000.0,850.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.15
1265,more than 500,640.0,600.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.0625
1266,more than 500,4495.0,3711.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.17441601779755284
1267,more than 500,2999.0,799.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.7335778592864288
1268,more than 500,980.0,980.0,Good,Home&Kitchen,Kitchen&HomeAppliances,0.0
1269,more than 500,899.0,351.0,Fair,Home&Kitchen,HomeStorage&Organization,-0.6095661846496107
1270,between 50 and 500,499.0,229.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5410821643286573
1271,more than 500,3995.0,3349.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.16170212765957448
1272,more than 500,11500.0,5499.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5218260869565218
1273,between 50 and 500,499.0,299.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.40080160320641284
1274,more than 500,3550.0,2249.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.3664788732394366
1275,more than 500,1599.0,699.0,Excellent,Home&Kitchen,Kitchen&HomeAppliances,-0.5628517823639775
1276,more than 500,1499.0,1235.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.1761174116077385
1277,more than 500,2999.0,1349.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5501833944648216
1278,more than 500,11500.0,6800.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.40869565217391307
1279,more than 500,2499.0,2099.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.1600640256102441
1280,more than 500,1975.0,1699.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.13974683544303798
1281,more than 500,1699.0,1069.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.37080635668040024
1282,more than 500,2495.0,1349.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4593186372745491
1283,more than 500,3500.0,1499.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5717142857142857
1284,more than 500,4600.0,2092.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5452173913043479
1285,more than 500,10295.0,3859.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.6251578436134045
1286,more than 500,2199.0,499.0,Poor,Home&Kitchen,Kitchen&HomeAppliances,-0.7730786721236926
1287,more than 500,2380.0,1804.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.24201680672268908
1288,more than 500,8820.0,6525.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.2602040816326531
1289,more than 500,24999.0,4999.0,Excellent,Home&Kitchen,Kitchen&HomeAppliances,-0.8000320012800513
1290,more than 500,2400.0,1189.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5045833333333334
1291,more than 500,4200.0,2590.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.38333333333333336
1292,more than 500,1599.0,899.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4377736085053158
1293,more than 500,2999.0,998.0,Excellent,Home&Kitchen,"Heating,Cooling&AirQuality",-0.6672224074691564
1294,more than 500,1282.0,998.06,Good,Home&Kitchen,HomeStorage&Organization,-0.22148205928237133
1295,more than 500,1990.0,1099.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4477386934673367
1296,more than 500,9999.0,5999.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.4000400040004
1297,more than 500,11850.0,8886.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.250126582278481
1298,more than 500,999.0,475.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5245245245245245
1299,more than 500,20049.0,4995.0,Excellent,Home&Kitchen,Kitchen&HomeAppliances,-0.7508603920395032
1300,more than 500,24850.0,13999.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.4366599597585513
1301,more than 500,16490.0,8499.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.48459672528805336
1302,more than 500,975.0,949.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.02666666666666667
1303,between 50 and 500,499.0,395.0,Fair,Home&Kitchen,HomeStorage&Organization,-0.20841683366733466
1304,more than 500,635.0,635.0,Good,Home&Kitchen,Kitchen&HomeAppliances,0.0
1305,more than 500,1390.0,717.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4841726618705036
1306,more than 500,59900.0,27900.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5342237061769616
1307,more than 500,670.0,649.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.03134328358208955
1308,between 50 and 500,399.0,193.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5162907268170426
1309,more than 500,2495.0,1299.0,Terrible,Home&Kitchen,"Heating,Cooling&AirQuality",-0.47935871743486974
1310,more than 500,3390.0,2449.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.2775811209439528
1311,more than 500,2499.0,1049.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5802320928371348
1312,more than 500,4200.0,2399.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4288095238095238
1313,more than 500,4495.0,2286.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4914349276974416
1314,more than 500,2199.0,499.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.7730786721236926
1315,more than 500,999.0,429.0,Poor,Home&Kitchen,Kitchen&HomeAppliances,-0.5705705705705706
1316,more than 500,595.0,299.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.49747899159663866
1317,more than 500,19990.0,5395.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.7301150575287644
1318,more than 500,1010.0,559.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.44653465346534654
1319,more than 500,1100.0,660.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4
1320,more than 500,999.0,419.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5805805805805806
1321,more than 500,10900.0,7349.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.3257798165137615
1322,more than 500,4005.0,2899.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.2761548064918851
1323,more than 500,3295.0,1799.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4540212443095599
1324,more than 500,4650.0,1474.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.683010752688172
1325,more than 500,24500.0,15999.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.3469795918367347
1326,more than 500,6070.0,3645.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.39950576606260296
1327,more than 500,999.0,375.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.6246246246246246
1328,more than 500,3945.0,2976.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.24562737642585553
1329,more than 500,1499.0,1099.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.266844563042028
1330,more than 500,6700.0,2575.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.6156716417910447
1331,more than 500,2800.0,1649.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4110714285714286
1332,more than 500,1699.0,799.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5297233666862861
1333,more than 500,970.0,765.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.211340206185567
1334,more than 500,1500.0,999.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.334
1335,more than 500,1295.0,587.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5467181467181467
1336,more than 500,23999.0,12609.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.47460310846285264
1337,more than 500,850.0,699.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.1776470588235294
1338,more than 500,6000.0,3799.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.36683333333333334
1339,more than 500,1020.0,640.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.37254901960784315
1340,more than 500,1999.0,979.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5102551275637819
1341,more than 500,7445.0,5365.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.2793821356615178
1342,more than 500,3500.0,3199.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.086
1343,more than 500,1395.0,979.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.2982078853046595
1344,more than 500,2199.0,929.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5775352432924057
1345,more than 500,4330.0,3710.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.14318706697459585
1346,more than 500,4295.0,2033.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5266589057043073
1347,more than 500,18990.0,9495.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5
1348,more than 500,12500.0,7799.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.37608
1349,more than 500,2385.0,949.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.6020964360587002
1350,more than 500,4890.0,2790.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4294478527607362
1351,more than 500,1100.0,645.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.41363636363636364
1352,more than 500,3899.0,2237.81,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4260553988202103
1353,more than 500,16899.0,8699.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4852358127699864
1354,more than 500,75990.0,42990.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.43426766679826295
1355,more than 500,825.0,825.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,0.0
1356,between 50 and 500,300.0,161.0,Poor,Home&Kitchen,Kitchen&HomeAppliances,-0.4633333333333333
1357,more than 500,1499.0,697.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5350233488992662
1358,more than 500,747.0,688.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.07898259705488621
1359,more than 500,3999.0,2199.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.450112528132033
1360,more than 500,11990.0,6850.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4286905754795663
1361,more than 500,3799.0,2699.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.2895498815477757
1362,more than 500,1999.0,899.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5502751375687844
1363,more than 500,2999.0,1090.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.6365455151717239
1364,more than 500,599.0,295.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5075125208681135
1365,more than 500,1999.0,479.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.7603801900950475
1366,more than 500,4849.0,2949.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.39183336770468136
1367,more than 500,510.0,335.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.3431372549019608
1368,between 50 and 500,499.0,293.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.41282565130260523
1369,more than 500,1299.0,599.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5388760585065435
1370,more than 500,999.0,499.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5005005005005005
1371,more than 500,1190.0,849.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.2865546218487395
1372,between 50 and 500,400.0,249.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.3775
1373,more than 500,599.0,185.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.6911519198664441
1374,more than 500,999.0,778.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.22122122122122123
1375,more than 500,699.0,279.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.6008583690987125
1376,more than 500,1499.0,215.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.85657104736491
1377,more than 500,1295.0,889.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.31351351351351353
1378,more than 500,4999.0,1449.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.7101420284056812
1379,more than 500,2550.0,1190.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5333333333333333
1380,more than 500,1950.0,1799.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.07743589743589743
1381,more than 500,8478.0,6120.0,Excellent,Home&Kitchen,Kitchen&HomeAppliances,-0.2781316348195329
1382,more than 500,3299.0,1799.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4546832373446499
1383,more than 500,3895.0,2199.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.43543003851091144
1384,more than 500,5495.0,3685.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.3293903548680619
1385,more than 500,999.0,649.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.35035035035035034
1386,more than 500,8995.0,8599.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.04402445803224014
1387,more than 500,1599.0,1110.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.3058161350844278
1388,more than 500,3500.0,1499.0,Excellent,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5717142857142857
1389,more than 500,1999.0,759.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.6203101550775387
1390,more than 500,3199.0,2669.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.16567677399187247
1391,more than 500,1300.0,929.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.2853846153846154
1392,between 50 and 500,399.0,199.0,Fair,Home&Kitchen,HomeStorage&Organization,-0.5012531328320802
1393,more than 500,599.0,279.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5342237061769616
1394,more than 500,999.0,549.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.45045045045045046
1395,between 50 and 500,199.0,85.0,Good,Home&Kitchen,HomeStorage&Organization,-0.5728643216080402
1396,more than 500,1299.0,499.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.6158583525789069
1397,more than 500,7776.0,5865.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.24575617283950618
1398,more than 500,2299.0,1260.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.451935624184428
1399,more than 500,1500.0,1099.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.2673333333333333
1400,more than 500,2590.0,1928.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.2555984555984556
1401,more than 500,6299.0,3249.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4842038418796634
1402,more than 500,1795.0,1199.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.332033426183844
1403,more than 500,3190.0,1456.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5435736677115988
1404,more than 500,4799.0,3349.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.302146280475099
1405,more than 500,8999.0,4899.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.4556061784642738
1406,more than 500,1899.0,1199.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.36861506055818855
1407,more than 500,5799.0,3290.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4326608035868253
1408,more than 500,799.0,179.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.7759699624530664
