,price_classification,actual_price,discounted_price,rating_classification,category0,category1,percent
587,more than 500,7990.0,1799.0,Fair,Electronics,WearableTechnology,-0.7748435544430539
588,more than 500,650.0,289.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.5553846153846154
589,more than 500,895.0,599.0,Good,Computers&Accessories,Accessories&Peripherals,-0.3307262569832402
590,between 50 and 500,237.0,217.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.08438818565400844
591,more than 500,2990.0,1299.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.565551839464883
592,more than 500,699.0,263.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.6237482117310443
593,more than 500,1000.0,569.0,Good,Electronics,Accessories,-0.431
594,more than 500,4999.0,1999.0,Good,Electronics,WearableTechnology,-0.6001200240048009
595,more than 500,3990.0,1399.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.6493734335839599
596,more than 500,1499.0,349.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7671781187458305
597,between 50 and 500,399.0,149.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.6265664160401002
598,more than 500,999.0,599.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.4004004004004004
599,more than 500,3990.0,1220.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.6942355889724311
600,more than 500,6990.0,1499.0,Fair,Electronics,WearableTechnology,-0.7855507868383405
601,more than 500,999.0,499.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.5005005005005005
602,more than 500,999.0,99.0,Good,Computers&Accessories,Accessories&Peripherals,-0.9009009009009009
603,more than 500,1299.0,349.0,Fair,Electronics,Mobiles&Accessories,-0.7313317936874519
604,more than 500,1500.0,475.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.6833333333333333
605,more than 500,649.0,269.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5855161787365177
606,more than 500,599.0,299.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5008347245409015
607,more than 500,3999.0,1599.0,Fair,Electronics,WearableTechnology,-0.6001500375093773
608,more than 500,7999.0,1499.0,Good,Electronics,WearableTechnology,-0.8126015751968996
609,more than 500,999.0,329.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.6706706706706707
610,more than 500,1799.0,549.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6948304613674263
611,more than 500,9999.0,2199.0,Good,Electronics,WearableTechnology,-0.7800780078007801
612,more than 500,650.0,299.0,Good,Computers&Accessories,Accessories&Peripherals,-0.54
613,more than 500,1995.0,798.0,Fair,MusicalInstruments,Microphones,-0.6
614,more than 500,1099.0,399.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6369426751592356
615,between 50 and 500,315.0,266.0,Good,Electronics,GeneralPurposeBatteries&BatteryChargers,-0.15555555555555556
616,between 50 and 500,50.0,50.0,Good,OfficeProducts,OfficePaperProducts,0.0
617,between 50 and 500,165.0,130.0,Fair,Home&Kitchen,CraftMaterials,-0.21212121212121213
618,more than 500,1290.0,449.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.6519379844961241
619,more than 500,16999.0,3999.0,Good,Electronics,WearableTechnology,-0.7647508676980999
620,more than 500,1290.0,399.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.6906976744186046
621,more than 500,2498.0,1399.0,Good,Computers&Accessories,Accessories&Peripherals,-0.4399519615692554
622,between 50 and 500,349.0,199.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.4297994269340974
623,more than 500,999.0,199.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.8008008008008008
624,more than 500,5999.0,2998.0,Good,Electronics,WearableTechnology,-0.5002500416736123
625,more than 500,4999.0,4098.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.1802360472094419
626,more than 500,1999.0,499.0,Fair,Electronics,Cameras&Photography,-0.7503751875937968
627,between 50 and 500,449.0,299.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.33407572383073497
628,more than 500,699.0,329.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5293276108726752
629,more than 500,999.0,699.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.3003003003003003
630,more than 500,3990.0,799.0,Good,Electronics,Cameras&Photography,-0.799749373433584
631,more than 500,5499.0,1399.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.745590107292235
632,between 50 and 500,399.0,154.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6140350877192983
633,more than 500,1350.0,519.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.6155555555555555
634,more than 500,7990.0,2299.0,Good,Electronics,WearableTechnology,-0.7122653316645807
635,more than 500,1999.0,399.0,Fair,Electronics,Mobiles&Accessories,-0.80040020010005
636,more than 500,3990.0,1499.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.6243107769423559
637,more than 500,1295.0,1295.0,Good,OfficeProducts,OfficeElectronics,0.0
638,more than 500,5499.0,1889.0,Good,Computers&Accessories,NetworkingDevices,-0.6564829969085288
639,more than 500,1490.0,455.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.6946308724832215
640,more than 500,995.0,399.0,Fair,Electronics,Cameras&Photography,-0.5989949748743718
641,more than 500,3999.0,1059.0,Good,Electronics,Accessories,-0.7351837959489872
642,more than 500,1000.0,149.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.851
643,more than 500,761.0,717.0,Fair,Computers&Accessories,"Printers,Inks&Accessories",-0.05781865965834428
644,more than 500,999.0,99.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.9009009009009009
645,between 50 and 500,299.0,39.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.8695652173913043
646,more than 500,2500.0,889.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.6444
647,more than 500,4999.0,1199.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.7601520304060813
648,more than 500,1299.0,569.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5619707467282525
649,more than 500,8999.0,1499.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.833425936215135
650,between 50 and 500,180.0,149.0,Good,Electronics,GeneralPurposeBatteries&BatteryChargers,-0.17222222222222222
651,more than 500,549.0,399.0,Good,Computers&Accessories,Accessories&Peripherals,-0.273224043715847
652,between 50 and 500,225.0,191.0,Good,Home&Kitchen,CraftMaterials,-0.1511111111111111
653,more than 500,999.0,129.0,Good,Computers&Accessories,Accessories&Peripherals,-0.8708708708708709
654,more than 500,599.0,199.0,Good,Computers&Accessories,Accessories&Peripherals,-0.667779632721202
655,more than 500,4499.0,999.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.777950655701267
656,more than 500,4499.0,899.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.8001778172927317
657,more than 500,2499.0,1799.0,Good,Electronics,Mobiles&Accessories,-0.2801120448179272
658,between 50 and 500,499.0,176.63,Good,Computers&Accessories,Accessories&Peripherals,-0.6460320641282565
659,more than 500,550.0,522.0,Good,OfficeProducts,OfficeElectronics,-0.05090909090909091
660,more than 500,1999.0,799.0,Fair,Electronics,Cameras&Photography,-0.6003001500750376
661,more than 500,1199.0,681.0,Good,Computers&Accessories,Accessories&Peripherals,-0.43202668890742285
662,more than 500,3490.0,1199.0,Good,Computers&Accessories,NetworkingDevices,-0.6564469914040114
663,more than 500,4999.0,2499.0,Good,Computers&Accessories,NetworkingDevices,-0.5001000200040008
664,more than 500,4999.0,1799.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.640128025605121
665,more than 500,599.0,429.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.2838063439065108
666,between 50 and 500,499.0,100.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.7995991983967936
667,between 50 and 500,399.0,329.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.17543859649122806
668,between 50 and 500,299.0,229.0,Good,Computers&Accessories,Accessories&Peripherals,-0.23411371237458195
669,between 50 and 500,299.0,139.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.5351170568561873
670,more than 500,2499.0,1199.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.5202080832332934
671,more than 500,2299.0,1049.0,Fair,Electronics,HomeAudio,-0.5437146585471945
672,between 50 and 500,299.0,119.0,Good,Electronics,Mobiles&Accessories,-0.6020066889632107
673,between 50 and 500,339.0,154.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5457227138643068
674,between 50 and 500,250.0,225.0,Good,Electronics,GeneralPurposeBatteries&BatteryChargers,-0.1
675,more than 500,1499.0,656.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5623749166110741
676,more than 500,2800.0,1109.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.6039285714285715
677,more than 500,7990.0,2999.0,Good,Electronics,WearableTechnology,-0.6246558197747184
678,between 50 and 500,299.0,169.0,Good,Computers&Accessories,Accessories&Peripherals,-0.43478260869565216
679,between 50 and 500,404.0,309.0,Good,Computers&Accessories,"Printers,Inks&Accessories",-0.23514851485148514
680,more than 500,1399.0,599.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.5718370264474625
681,more than 500,599.0,299.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.5008347245409015
682,more than 500,999.0,449.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.5505505505505506
683,more than 500,1295.0,799.0,Good,Computers&Accessories,Accessories&Peripherals,-0.383011583011583
684,more than 500,700.0,219.0,Good,Electronics,"HomeTheater,TV&Video",-0.6871428571428572
685,between 50 and 500,160.0,157.0,Good,OfficeProducts,OfficePaperProducts,-0.01875
686,more than 500,1600.0,369.0,Fair,Electronics,Accessories,-0.769375
687,more than 500,899.0,599.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.3337041156840934
688,more than 500,599.0,479.0,Good,Electronics,GeneralPurposeBatteries&BatteryChargers,-0.2003338898163606
689,more than 500,899.0,350.0,Good,Computers&Accessories,Accessories&Peripherals,-0.610678531701891
690,more than 500,2990.0,1598.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.46555183946488293
691,more than 500,899.0,599.0,Good,Computers&Accessories,NetworkingDevices,-0.3337041156840934
692,between 50 and 500,399.0,159.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6015037593984962
693,more than 500,3000.0,1299.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.567
694,more than 500,4999.0,1599.0,Fair,Electronics,WearableTechnology,-0.6801360272054411
695,more than 500,4999.0,294.0,Good,Computers&Accessories,Accessories&Peripherals,-0.9411882376475295
696,more than 500,861.0,828.0,Good,Computers&Accessories,"Printers,Inks&Accessories",-0.03832752613240418
697,more than 500,795.0,745.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.06289308176100629
698,more than 500,2495.0,1549.0,Good,Electronics,Cameras&Photography,-0.37915831663326655
699,between 50 and 500,399.0,349.0,Good,Computers&Accessories,Accessories&Peripherals,-0.12531328320802004
700,more than 500,1799.0,970.0,Good,Computers&Accessories,Accessories&Peripherals,-0.4608115619788771
701,more than 500,2499.0,1469.0,Good,Computers&Accessories,NetworkingDevices,-0.4121648659463786
702,more than 500,800.0,198.0,Good,OfficeProducts,OfficePaperProducts,-0.7525
703,more than 500,549.0,549.0,Good,Electronics,Cameras&Photography,0.0
704,more than 500,9999.0,2999.0,Good,Electronics,WearableTechnology,-0.7000700070007001
705,more than 500,29999.0,12000.0,Good,Electronics,WearableTechnology,-0.5999866662222074
706,more than 500,3499.0,1299.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.6287510717347814
707,between 50 and 500,315.0,269.0,Good,Electronics,GeneralPurposeBatteries&BatteryChargers,-0.14603174603174604
708,more than 500,1499.0,799.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.466977985323549
709,more than 500,13750.0,6299.0,Good,Computers&Accessories,Monitors,-0.5418909090909091
710,between 50 and 500,59.0,59.0,Fair,Computers&Accessories,Accessories&Peripherals,0.0
711,more than 500,999.0,571.0,Good,Electronics,Mobiles&Accessories,-0.42842842842842843
712,more than 500,999.0,549.0,Fair,Electronics,HomeAudio,-0.45045045045045046
713,more than 500,5999.0,2099.0,Good,Electronics,Mobiles&Accessories,-0.6501083513918986
714,more than 500,21990.0,13490.0,Good,Electronics,"HomeTheater,TV&Video",-0.3865393360618463
715,more than 500,699.0,448.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.3590844062947067
716,more than 500,2999.0,1499.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.5001667222407469
717,between 50 and 500,499.0,299.0,Good,Electronics,Cameras&Photography,-0.40080160320641284
718,more than 500,1400.0,579.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.5864285714285714
719,more than 500,3299.0,2499.0,Good,Electronics,Cameras&Photography,-0.24249772658381327
720,more than 500,5999.0,1199.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.8001333555592599
721,between 50 and 500,499.0,399.0,Good,Electronics,GeneralPurposeBatteries&BatteryChargers,-0.20040080160320642
722,between 50 and 500,499.0,279.0,Fair,Electronics,"HomeTheater,TV&Video",-0.4408817635270541
723,more than 500,22900.0,13490.0,Good,Electronics,"HomeTheater,TV&Video",-0.4109170305676856
724,between 50 and 500,375.0,279.0,Good,Computers&Accessories,Accessories&Peripherals,-0.256
725,more than 500,4999.0,2499.0,Fair,Electronics,WearableTechnology,-0.5001000200040008
726,between 50 and 500,160.0,137.0,Good,OfficeProducts,OfficePaperProducts,-0.14375
727,between 50 and 500,199.0,59.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.7035175879396985
728,between 50 and 500,499.0,299.0,Good,Computers&Accessories,Accessories&Peripherals,-0.40080160320641284
729,more than 500,3999.0,1799.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.5501375343835959
730,more than 500,2999.0,1999.0,Good,Electronics,HomeAudio,-0.33344448149383127
731,more than 500,699.0,199.0,Good,Electronics,"HomeTheater,TV&Video",-0.7153075822603719
732,more than 500,1499.0,399.0,Good,Computers&Accessories,Accessories&Peripherals,-0.733822548365577
733,more than 500,3999.0,1699.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5751437859464866
734,more than 500,995.0,699.0,Good,Computers&Accessories,Accessories&Peripherals,-0.2974874371859296
735,between 50 and 500,499.0,95.0,Good,Electronics,Mobiles&Accessories,-0.8096192384769539
736,more than 500,1699.0,1149.0,Good,Computers&Accessories,NetworkingDevices,-0.3237198351971748
737,more than 500,1995.0,1495.0,Good,Computers&Accessories,Accessories&Peripherals,-0.2506265664160401
738,more than 500,4999.0,849.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.8301660332066413
739,between 50 and 500,440.0,440.0,Good,OfficeProducts,OfficeElectronics,0.0
740,more than 500,999.0,349.0,Fair,Electronics,Mobiles&Accessories,-0.6506506506506506
741,more than 500,3999.0,599.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.8502125531382846
742,between 50 and 500,399.0,149.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.6265664160401002
743,more than 500,999.0,289.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7107107107107107
744,between 50 and 500,499.0,179.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.6412825651302605
745,more than 500,4999.0,1499.0,Fair,Electronics,WearableTechnology,-0.7001400280056012
746,more than 500,699.0,399.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.4291845493562232
747,more than 500,799.0,599.0,Good,Computers&Accessories,Accessories&Peripherals,-0.2503128911138924
748,more than 500,2000.0,949.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.5255
749,more than 500,9999.0,2499.0,Good,Electronics,WearableTechnology,-0.7500750075007501
750,between 50 and 500,180.0,159.0,Good,Electronics,GeneralPurposeBatteries&BatteryChargers,-0.11666666666666667
751,more than 500,2900.0,1329.0,Good,Electronics,Accessories,-0.5417241379310345
752,more than 500,999.0,570.0,Good,Computers&Accessories,Accessories&Peripherals,-0.4294294294294294
753,more than 500,1999.0,899.0,Good,Electronics,HomeAudio,-0.5502751375687844
754,more than 500,999.0,449.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5505505505505506
755,more than 500,999.0,549.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.45045045045045046
756,more than 500,2399.0,1529.0,Good,Computers&Accessories,NetworkingDevices,-0.3626511046269279
757,between 50 and 500,100.0,100.0,Good,OfficeProducts,OfficePaperProducts,0.0
758,more than 500,1499.0,299.0,Good,Computers&Accessories,Accessories&Peripherals,-0.800533689126084
759,more than 500,1795.0,1295.0,Good,Computers&Accessories,Accessories&Peripherals,-0.2785515320334262
760,more than 500,999.0,699.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.3003003003003003
761,between 50 and 500,315.0,252.0,Good,OfficeProducts,OfficePaperProducts,-0.2
762,between 50 and 500,220.0,190.0,Good,Electronics,GeneralPurposeBatteries&BatteryChargers,-0.13636363636363635
763,more than 500,1599.0,1299.0,Good,Computers&Accessories,Accessories&Peripherals,-0.18761726078799248
764,more than 500,1650.0,729.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.5581818181818182
765,more than 500,600.0,480.0,Good,OfficeProducts,OfficePaperProducts,-0.2
766,more than 500,6990.0,1799.0,Fair,Electronics,WearableTechnology,-0.7426323319027182
767,more than 500,2499.0,999.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6002400960384153
768,between 50 and 500,399.0,299.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.2506265664160401
769,more than 500,699.0,238.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6595135908440629
770,more than 500,2198.0,1349.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.3862602365787079
771,more than 500,999.0,299.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7007007007007007
772,between 50 and 500,499.0,199.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.6012024048096193
773,more than 500,9999.0,1999.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.8000800080008
774,between 50 and 500,499.0,99.0,Good,Electronics,Mobiles&Accessories,-0.8016032064128257
775,more than 500,1000.0,499.0,Excellent,Computers&Accessories,Accessories&Peripherals,-0.501
776,more than 500,3500.0,1792.0,Good,Computers&Accessories,Components,-0.488
777,more than 500,4100.0,3299.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.1953658536585366
778,between 50 and 500,180.0,125.0,Good,OfficeProducts,OfficePaperProducts,-0.3055555555555556
779,more than 500,1190.0,399.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6647058823529411
780,more than 500,7999.0,1199.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.8501062632829104
781,more than 500,1599.0,235.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.8530331457160726
782,more than 500,1999.0,549.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.7253626813406704
783,between 50 and 500,99.0,89.0,Good,Computers&Accessories,Accessories&Peripherals,-0.10101010101010101
784,more than 500,1999.0,970.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5147573786893447
785,more than 500,2999.0,1299.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.5668556185395132
786,more than 500,999.0,230.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7697697697697697
787,between 50 and 500,499.0,119.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.7615230460921844
788,more than 500,800.0,449.0,Good,Electronics,Accessories,-0.43875
789,more than 500,3495.0,1699.0,Good,Electronics,Mobiles&Accessories,-0.5138769670958512
790,more than 500,720.0,561.0,Good,OfficeProducts,OfficePaperProducts,-0.22083333333333333
791,more than 500,590.0,289.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5101694915254237
792,more than 500,1999.0,599.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7003501750875438
793,more than 500,7350.0,5599.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.2382312925170068
794,more than 500,2595.0,1990.0,Good,Computers&Accessories,Accessories&Peripherals,-0.23314065510597304
795,more than 500,799.0,499.0,Good,Computers&Accessories,Accessories&Peripherals,-0.37546933667083854
796,more than 500,999.0,449.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5505505505505506
797,more than 500,1999.0,999.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5002501250625313
798,between 50 and 500,299.0,69.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7692307692307693
799,more than 500,1499.0,899.0,Good,Computers&Accessories,Accessories&Peripherals,-0.400266844563042
800,more than 500,699.0,478.0,Fair,MusicalInstruments,Microphones,-0.31616595135908443
801,more than 500,2490.0,1399.0,Good,Computers&Accessories,Accessories&Peripherals,-0.43815261044176707
802,more than 500,750.0,199.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7346666666666667
803,between 50 and 500,499.0,149.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7014028056112225
804,more than 500,4990.0,1799.0,Good,Electronics,HomeAudio,-0.6394789579158316
805,more than 500,999.0,425.0,Fair,HomeImprovement,Electrical,-0.5745745745745746
806,more than 500,2490.0,999.0,Good,Electronics,HomeAudio,-0.5987951807228916
807,more than 500,999.0,378.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6216216216216216
808,between 50 and 500,99.0,99.0,Good,OfficeProducts,OfficePaperProducts,0.0
809,more than 500,2999.0,1499.0,Good,Computers&Accessories,NetworkingDevices,-0.5001667222407469
810,more than 500,3100.0,1815.0,Good,Computers&Accessories,Components,-0.41451612903225804
811,between 50 and 500,75.0,67.0,Good,OfficeProducts,OfficePaperProducts,-0.10666666666666667
812,more than 500,2699.0,1889.0,Good,Computers&Accessories,Accessories&Peripherals,-0.30011115227862173
813,more than 500,1499.0,499.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.66711140760507
814,more than 500,999.0,499.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5005005005005005
815,more than 500,7999.0,5799.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.2750343792974122
816,more than 500,799.0,499.0,Fair,Electronics,HomeAudio,-0.37546933667083854
817,more than 500,600.0,249.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.585
818,between 50 and 500,499.0,179.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.6412825651302605
819,more than 500,5734.0,4449.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.2241018486222532
820,more than 500,550.0,299.0,Excellent,Computers&Accessories,Accessories&Peripherals,-0.45636363636363636
821,more than 500,1390.0,629.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5474820143884892
822,more than 500,3295.0,2595.0,Good,Computers&Accessories,Accessories&Peripherals,-0.212443095599393
823,more than 500,1099.0,389.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6460418562329391
824,more than 500,2911.0,1799.0,Good,Computers&Accessories,NetworkingDevices,-0.38199931295087597
825,between 50 and 500,175.0,90.0,Good,OfficeProducts,OfficePaperProducts,-0.4857142857142857
826,more than 500,599.0,599.0,Fair,Computers&Accessories,Accessories&Peripherals,0.0
827,more than 500,7999.0,1999.0,Good,Electronics,WearableTechnology,-0.750093761720215
828,more than 500,3250.0,2099.0,Fair,Computers&Accessories,NetworkingDevices,-0.35415384615384615
829,between 50 and 500,499.0,179.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6412825651302605
830,more than 500,2295.0,1345.0,Good,Computers&Accessories,Accessories&Peripherals,-0.4139433551198257
831,more than 500,995.0,349.0,Good,Electronics,Cameras&Photography,-0.6492462311557788
832,between 50 and 500,499.0,287.0,Good,Computers&Accessories,Accessories&Peripherals,-0.4248496993987976
833,more than 500,599.0,599.0,Good,Computers&Accessories,Accessories&Peripherals,0.0
834,between 50 and 500,450.0,349.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.22444444444444445
835,more than 500,1109.0,879.0,Good,Electronics,GeneralPurposeBatteries&BatteryChargers,-0.2073940486925158
836,more than 500,999.0,199.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.8008008008008008
837,between 50 and 500,250.0,250.0,Fair,Electronics,GeneralPurposeBatteries&BatteryChargers,0.0
838,between 50 and 500,499.0,199.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.6012024048096193
839,more than 500,1900.0,899.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5268421052631579
840,more than 500,999.0,199.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.8008008008008008
841,more than 500,999.0,149.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.8508508508508509
842,more than 500,1499.0,469.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6871247498332221
843,more than 500,1929.0,1187.0,Good,Computers&Accessories,Accessories&Peripherals,-0.3846552617936755
844,more than 500,1499.0,849.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.4336224149432955
845,between 50 and 500,399.0,328.0,Good,Computers&Accessories,Accessories&Peripherals,-0.17794486215538846
846,more than 500,699.0,269.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.6151645207439199
847,between 50 and 500,400.0,299.0,Fair,Electronics,Cameras&Photography,-0.2525
848,more than 500,1499.0,549.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6337558372248165
849,between 50 and 500,120.0,114.0,Good,OfficeProducts,OfficePaperProducts,-0.05
850,between 50 and 500,120.0,120.0,Good,OfficeProducts,OfficePaperProducts,0.0
851,more than 500,1999.0,970.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5147573786893447
852,more than 500,695.0,209.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6992805755395683
853,more than 500,2295.0,1490.0,Excellent,Computers&Accessories,Accessories&Peripherals,-0.35076252723311546
854,between 50 and 500,99.0,99.0,Good,Home&Kitchen,CraftMaterials,0.0
855,between 50 and 500,249.0,149.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.40160642570281124
856,more than 500,2799.0,575.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7945694891032512
857,more than 500,999.0,333.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.6666666666666666
858,between 50 and 500,210.0,178.0,Good,OfficeProducts,OfficePaperProducts,-0.1523809523809524
859,more than 500,3490.0,1599.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.5418338108882521
860,more than 500,1299.0,499.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.6158583525789069
861,between 50 and 500,499.0,199.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6012024048096193
862,more than 500,5999.0,2499.0,Good,Electronics,WearableTechnology,-0.5834305717619603
863,more than 500,999.0,199.0,Good,Computers&Accessories,Components,-0.8008008008008008
864,more than 500,1800.0,939.0,Good,Electronics,Accessories,-0.47833333333333333
865,more than 500,9999.0,2499.0,Fair,Electronics,WearableTechnology,-0.7500750075007501
866,more than 500,2890.0,1439.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5020761245674741
867,more than 500,5999.0,1099.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.8168028004667445
868,between 50 and 500,160.0,157.0,Good,OfficeProducts,OfficePaperProducts,-0.01875
869,more than 500,1599.0,999.0,Good,Computers&Accessories,NetworkingDevices,-0.37523452157598497
870,more than 500,999.0,115.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.8848848848848849
871,between 50 and 500,499.0,175.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6492985971943888
872,more than 500,4700.0,1999.0,Fair,Electronics,Cameras&Photography,-0.5746808510638298
873,more than 500,4332.96,3999.0,Fair,Computers&Accessories,"Printers,Inks&Accessories",-0.07707433255788192
874,more than 500,1800.0,899.0,Good,Computers&Accessories,NetworkingDevices,-0.5005555555555555
875,more than 500,990.0,299.0,Good,Computers&Accessories,Accessories&Peripherals,-0.697979797979798
876,more than 500,4699.0,3303.0,Good,Computers&Accessories,Accessories&Peripherals,-0.297084486060864
